group_column,age,salary,department
Lake Linda,21,65260.98,Engineering
Timothybury,21,80016.17,Marketing
Reidfort,31,92087.53,Marketing
Sarahville,34,65717.99,Marketing
Stanleystad,48,56832.57,Engineering
Russellport,44,56041.76,Marketing
Port Beth,49,83935.19,Sales
Johnnyland,21,94857.89,Marketing
Lake Lisabury,43,36171.17,Marketing
New Darrell,27,81777.95,Engineering
Michaelmouth,53,84687.98,Marketing
East Jamesburgh,36,89616.19,Engineering
Cherylmouth,48,65808.26,Marketing
Juliachester,22,93224.75,Marketing
Lindseyfurt,44,58229.84,Engineering
Shannonfurt,25,87175.96,Marketing
Figueroaport,35,72924.82,Marketing
West Amyfort,50,89303.57,Engineering
East Davidport,23,80458.28,Marketing
Tiffanyfurt,25,50918.48,Engineering
New Jeffreyville,19,78267.23,Engineering
Miguelville,31,81087.7,Marketing
Williamstad,55,79773.39,Marketing
Juliachester,46,56500.34,Marketing
South Joannaside,36,90237.74,Marketing
Poolemouth,29,102036.25,Marketing
Marcusmouth,42,77904.29,Engineering
South Spencer,36,70633.27,Engineering
South Kimchester,40,106826.55,Engineering
Sarahside,26,90591.44,Marketing
Jimfurt,18,83206.24,Engineering
East Jamesburgh,55,74649.98,Sales
Danielview,27,69374.36,Marketing
Kellyberg,29,99381.13,Engineering
North Diane,21,91486.26,Marketing
Websterview,57,54413.42,Engineering
Williamstad,23,87837.9,Marketing
Timstad,38,104911.74,Engineering
Port Matthewport,28,92544.26,Marketing
Woodland,64,48239.27,Engineering
New Katherine,21,74293.25,Marketing
Martinezfurt,19,81610.59,Sales
Alanside,29,81477.39,HR
Tracyhaven,38,86270.95,Sales
Angelaland,60,99419.0,Sales
East Kathryn,44,72140.58,Marketing
Conwayville,18,44430.87,Engineering
West Robertstad,38,75115.71,HR
Rebeccaton,45,70502.38,Marketing
East Kathryn,38,73111.95,Engineering
Wilsonburgh,38,61683.38,Sales
South Spencer,25,53938.51,Sales
Phillipland,49,72999.48,Marketing
Smithmouth,22,78150.68,Sales
Reidborough,43,59050.89,Finance
Bethstad,45,46148.56,HR
Davidsonfurt,21,42017.37,Sales
Port Robert,34,83158.7,Engineering
North Meghan,58,63853.35,Sales
New Rebecca,26,91033.61,Sales
Carolland,18,102226.29,Marketing
Scottmouth,19,91067.41,Marketing
New Billy,45,41760.38,Engineering
New Arielchester,36,80828.6,Sales
Lake Sharon,33,61567.73,Engineering
Zacharychester,39,69449.8,Sales
Bruceshire,34,67438.57,Marketing
Brownburgh,33,85394.96,Engineering
Colemanland,18,53220.42,Marketing
Port Shaunfurt,18,79959.55,Sales
Lucasburgh,19,84690.61,Engineering
East Josephville,29,68880.2,Sales
East Kristi,23,69880.39,Marketing
Davisville,36,101985.43,Marketing
North Lisafort,49,45772.81,Sales
West Billyhaven,24,42647.72,Sales
Bartlettville,52,84435.16,Marketing
Johnnyland,21,97876.09,Finance
East Matthew,55,91335.76,Sales
Lake Stephanie,47,68623.4,Marketing
East David,50,83008.47,Marketing
Mooreborough,33,66608.16,Sales
New Theresa,32,30000.0,Engineering
Paulmouth,22,69033.3,Finance
Jonesborough,61,69114.57,Engineering
Lake Shannonshire,18,37004.43,Finance
Lake Todd,62,86631.28,Marketing
South Williamview,44,76610.46,Marketing
Lake Linda,48,62852.36,Engineering
New Billy,19,69817.72,Marketing
Richardfort,64,74835.9,Finance
Katieburgh,46,81502.45,Engineering
Lake Brendan,48,82943.45,Sales
Jasonmouth,44,52886.89,Marketing
Crystalland,30,62155.07,Sales
South Lawrence,60,74039.48,Finance
Markhaven,27,75038.7,Marketing
North Edwardchester,54,78282.84,Marketing
Tracyhaven,39,75663.71,Marketing
Lindseyfurt,29,54883.96,Engineering
Jamiefurt,59,86751.63,Marketing
North Ruben,37,64668.98,HR
Monicabury,29,71708.61,Engineering
New Joseph,22,69976.71,Sales
Vasquezport,42,68342.44,Marketing
Smithview,30,90624.28,Sales
Stanleystad,20,77328.54,Sales
Seanburgh,23,81551.6,Marketing
Lake Stephanie,35,72260.16,Sales
Barrettside,19,96769.13,Marketing
Port Meganstad,57,80372.2,Engineering
West Marc,37,65066.24,Sales
South Valerieland,20,52177.46,Marketing
North Anne,21,45262.87,Finance
Markhaven,54,77356.99,Sales
Hickshaven,21,84559.74,Engineering
Montgomeryport,29,70666.1,Marketing
New Joseph,30,74034.97,Marketing
Miguelville,18,64575.97,HR
Davisville,21,57474.55,Engineering
East Kristen,25,61426.23,Engineering
Lewischester,27,90901.78,Finance
Woodsfurt,25,79275.73,Marketing
Suzannefort,36,57865.26,Engineering
Kellyberg,32,84233.27,Marketing
Port Matthewport,28,71461.1,Sales
Phammouth,53,94159.69,Engineering
Jasmineside,20,80478.61,Sales
Sarahside,21,67081.76,Marketing
Mooreview,46,63869.49,Marketing
Hallshire,36,72947.32,Marketing
Medinaport,18,73197.01,HR
Benjaminhaven,28,62543.47,Engineering
Johnsonborough,18,84221.97,Engineering
Katherinemouth,21,68596.26,HR
North Dean,36,66643.41,Engineering
South Thomastown,58,91864.79,Finance
East Michaelfurt,18,71962.87,Marketing
North Ruben,25,70018.75,Marketing
East Kelly,31,58403.05,Sales
Sanchezburgh,20,85868.68,Engineering
South Markland,27,96027.43,Sales
Websterview,37,56157.46,Engineering
Bartlettville,19,87357.07,Sales
Lake Bryanfurt,46,85631.67,Sales
East Colinfort,19,76321.86,Sales
Kimberlystad,20,64144.21,Finance
Hunterberg,37,94258.0,Sales
Lake Linda,29,82555.54,HR
Wilsonburgh,42,56825.12,Sales
Benjaminhaven,53,61397.73,Engineering
New Scottborough,23,64353.07,Marketing
Lake Danielle,38,87307.02,Engineering
Lake Stephanie,19,58961.5,Marketing
South Jimmy,58,93389.07,Engineering
Nicholasstad,56,77554.43,Marketing
Thomasport,33,86512.59,Engineering
West Joshualand,23,78350.4,Sales
Lake Ashleyfurt,35,77380.58,Marketing
Jenniferfort,22,63734.31,Marketing
East Lindseymouth,19,64646.54,Marketing
South Susan,20,90056.58,Engineering
Lake Ashleyfurt,36,69345.51,Marketing
Gilesland,26,79739.41,Engineering
South Barry,31,85475.55,Engineering
Leahstad,54,51908.25,Marketing
East Davidport,36,72862.23,Marketing
Bruceshire,30,53188.96,Sales
Evansborough,41,78616.42,HR
Danielstad,41,82781.41,Marketing
South Valerieland,18,95544.77,HR
Angelaland,18,84175.38,Sales
North Gabrielport,32,64946.71,Engineering
Calebmouth,20,95973.02,Marketing
Phillipland,31,76878.82,Marketing
Reevesburgh,18,64760.25,Marketing
New Joseph,47,67864.38,Marketing
Jeffreymouth,25,56112.42,Sales
East Samantha,49,50638.59,Sales
North Scottstad,29,57540.52,Engineering
Lake Jenniferborough,65,68773.38,Engineering
Michaelmouth,39,99345.93,Engineering
Kelleytown,39,83900.96,Sales
Lake Brendan,62,95378.06,Marketing
Lake Amandaview,54,98707.33,Sales
East Davidport,31,77775.57,Sales
Maxwellfurt,24,73449.52,Engineering
Bartlettville,42,72629.24,Sales
Port Erikbury,23,81898.5,Sales
South Spencer,30,72357.26,Marketing
West Robert,20,94708.88,Engineering
Santosborough,19,93765.4,Marketing
South Jasonland,27,102341.98,Marketing
Paulmouth,54,75051.68,Engineering
West Chad,51,83841.16,Sales
Hartmantown,19,63460.07,Engineering
Port Trevor,52,64456.87,Marketing
Amybury,32,59998.1,Engineering
Makaylaberg,18,66048.02,Engineering
Wardchester,39,81390.98,Sales
Dawnberg,35,84989.38,Marketing
Latoyastad,22,72789.2,Marketing
Lake Sharon,60,78441.1,Engineering
Port Timothy,26,62419.19,Marketing
Port Melissaburgh,18,60420.88,Marketing
Lake Alan,29,89582.63,Marketing
New Markville,40,69884.76,Engineering
Port Cheryl,40,81354.31,HR
North Erinfort,25,49475.45,Engineering
Shannonport,55,76223.12,HR
New Markville,23,77695.93,Marketing
Williamstown,37,52979.25,Engineering
Jonesburgh,21,68930.51,Sales
Teresashire,34,66742.52,Sales
Port Scott,40,68316.86,Sales
Woodland,26,79672.69,Marketing
Port Sarahtown,41,69154.18,Marketing
Silvamouth,25,71429.14,Marketing
New Mariefort,42,80662.12,Marketing
Jonesstad,26,69291.16,Engineering
New Johnnystad,18,76650.96,Engineering
Brooksbury,18,57227.32,Finance
East Kimberlyburgh,47,90454.62,Marketing
Brooksbury,45,89680.94,Marketing
North Robertfort,52,77961.92,Sales
Port Ryanstad,24,73703.39,Sales
Paulmouth,33,79371.53,Marketing
Pamelaport,23,70032.42,Sales
Hernandezview,19,73806.5,Marketing
Reevesburgh,43,115365.42,Sales
South Wayne,18,77537.38,Sales
Jimfurt,64,72483.61,Sales
New Angela,26,80632.19,Engineering
Martinfurt,45,68482.85,Engineering
Curtishaven,49,77068.58,Marketing
Flynnshire,64,88288.7,Finance
Cynthiamouth,51,83210.1,Sales
Hernandezview,18,80055.51,Marketing
Santosborough,23,79172.16,Marketing
Crystalland,31,57395.77,Finance
Crystalland,18,97055.79,Marketing
New Brianna,31,61237.34,Engineering
New Kristina,37,78623.29,Marketing
Jeffreymouth,26,58738.12,Engineering
East Marymouth,35,78357.11,Marketing
Carolynchester,62,55185.68,Engineering
Kimberlystad,37,68007.93,Sales
Sarahland,26,62627.35,Marketing
Lake Lisashire,21,47546.35,Marketing
Mendezville,62,49255.48,Sales
Elliottborough,45,61900.22,Marketing
Weaverborough,42,68294.34,Engineering
Transtad,46,92417.65,Marketing
Calebmouth,47,84803.85,Marketing
New Jeffreyville,38,55671.97,HR
West David,29,78862.6,Sales
North Joshua,62,71072.4,Marketing
Pattersonside,22,55627.96,Marketing
East Matthew,19,114704.55,Sales
Matthewville,30,58195.95,Sales
Willieville,56,79743.41,Marketing
Pamelaport,45,96163.01,Marketing
Davidstad,64,90390.43,Marketing
East Andrea,48,44009.67,Engineering
Cooperfort,32,94581.09,Engineering
East Billychester,30,87611.31,Marketing
Amandaborough,33,69165.51,Engineering
Benjaminstad,22,79435.5,HR
East Deborahstad,32,77837.03,Engineering
Freemanmouth,21,90963.5,Sales
Ronaldtown,36,89510.25,HR
New Thomas,31,70261.11,Sales
Aimeefort,20,74888.78,Marketing
Frenchside,22,69647.58,Marketing
Calebmouth,65,50378.7,Finance
East Danielle,18,70463.32,Marketing
Kelleytown,31,76935.99,Engineering
Reidhaven,31,52332.66,Engineering
South Brandy,27,76401.14,Engineering
South Theresachester,37,70259.18,Engineering
East Marymouth,54,67869.83,Engineering
East Danielle,44,88256.94,Marketing
East Angela,62,91530.57,Finance
Barbarahaven,21,101541.29,Sales
Brownhaven,23,90771.47,Sales
East Deborahstad,28,84982.86,Marketing
Reidborough,35,66181.52,Sales
Port Morgan,26,71330.74,Sales
Lake Kaitlinport,19,84216.9,HR
North Ruben,21,105856.88,Engineering
East Christinamouth,26,59340.71,Engineering
West Melissaville,34,58811.1,Marketing
Zacharychester,25,68882.35,Marketing
Staffordfort,24,92223.53,Marketing
Port Joseph,41,63065.89,Marketing
Alyssachester,59,71597.82,Sales
New Jeremiah,53,87496.48,Engineering
East Anamouth,40,81624.7,Marketing
Heatherview,59,76167.2,Engineering
Cooktown,62,76864.48,Marketing
Griffinland,36,86821.38,HR
Damonton,33,84682.88,Sales
Jonesborough,24,78251.43,Sales
North David,32,69537.68,Marketing
South Wayne,46,83496.43,Engineering
Richardside,51,65798.34,Sales
Angelahaven,20,98832.34,Engineering
North Donna,21,55749.99,Marketing
New Arielchester,40,67311.49,Engineering
Colemanland,35,70617.42,Engineering
Port Darleneborough,20,77094.6,Marketing
Lake Amandaview,62,98903.18,Marketing
East Andrea,64,65247.42,Finance
East Sandrashire,32,104517.03,Sales
North Sarahshire,55,68192.0,Engineering
Beckyhaven,18,64707.44,Engineering
Tammyport,40,78249.23,Marketing
New Michaelville,44,43751.17,Engineering
Reidhaven,22,62332.94,Marketing
Ericburgh,55,63979.82,Marketing
Phammouth,31,82500.35,Sales
Stevenstad,26,91647.33,Sales
Dorseyberg,46,90113.96,Marketing
South Taylor,35,61115.14,Engineering
Margaretview,29,58075.32,Marketing
Hallshire,19,71934.82,Engineering
New Markville,45,75686.76,Marketing
New Andrew,22,77983.46,Sales
Davishaven,21,87119.6,Marketing
Port Holly,20,68447.76,Marketing
South Kimchester,38,102969.82,Marketing
New Jessica,33,67869.58,Engineering
West Jeffrey,18,65478.21,Engineering
Port Jennifer,40,44481.25,Marketing
Reidfort,39,74777.65,Marketing
Port Debra,39,116142.41,Engineering
South Thomastown,39,71050.98,Marketing
West Robert,23,89481.71,Sales
Tammyport,43,86465.59,Finance
East Colinfort,38,64783.08,Sales
Jenniferton,18,65748.85,Sales
Kathryntown,34,83965.28,Marketing
West Taylor,26,90905.9,Marketing
North Aliciaville,49,62044.77,Engineering
North Alecland,59,61952.85,Marketing
Quinnville,42,60697.93,Sales
Timothyport,26,76460.1,Engineering
East Heather,43,73028.95,Sales
North Ruben,42,78773.79,Marketing
Lorettachester,56,74812.42,HR
Lake Linda,59,83418.81,Marketing
East Rhondashire,31,53757.72,Sales
North Jacob,23,75276.16,Engineering
New Derekview,62,67691.64,Marketing
Willieville,39,84293.51,Sales
North Marie,55,104106.87,Marketing
New Johnnystad,45,48611.29,Sales
South Brandy,31,84289.08,Sales
New Theresa,25,58568.34,Marketing
Estesport,23,74100.27,Marketing
North Sarahshire,37,75528.32,Sales
East David,36,78901.2,Marketing
New Jameston,38,77972.1,Marketing
Garciaton,33,73896.65,Marketing
Ashleyville,29,100193.01,Marketing
Mitchellburgh,48,78459.05,Marketing
North David,30,59883.86,Marketing
Savannahbury,27,84381.65,Engineering
Lake Jessicamouth,28,84791.71,Engineering
South Terranceberg,45,80390.27,Sales
Rojasmouth,43,95397.01,Finance
North Gabrielshire,22,83885.96,Marketing
Latoyastad,36,68665.88,Engineering
Port Cheryl,29,70505.53,Sales
Robertsonberg,18,90943.64,Marketing
Darylland,57,83039.61,Sales
Cooperfort,22,73439.76,Sales
Leebury,25,66133.44,HR
Port Holly,48,92430.03,Marketing
New Anneborough,37,69061.65,Marketing
Port Debra,34,97023.31,Marketing
East Michael,31,86868.52,Finance
Joelshire,22,70103.86,Engineering
Lake Kevinside,45,78786.95,Sales
Lewischester,20,84514.66,Engineering
New Brittany,42,75162.92,Marketing
North Bradley,34,67072.17,HR
Russellton,37,69825.85,Marketing
Gutierrezshire,62,78655.36,Finance
West Robertstad,44,90771.05,Sales
Timstad,39,65066.83,HR
West Cindy,40,87034.59,Marketing
Port Joseph,29,86679.31,Engineering
New Angela,39,94165.45,Marketing
Seanmouth,19,67891.46,HR
Port John,25,89492.01,Sales
Dianahaven,23,44371.5,Marketing
East Christinamouth,32,68253.37,Sales
Markhaven,29,76698.39,Marketing
Leahstad,60,50636.84,Engineering
New Staceymouth,65,71624.31,Engineering
East David,36,84684.0,Engineering
East Davidport,38,79718.4,Sales
Danielstad,24,97750.05,Marketing
Timothybury,29,45979.35,Marketing
East Philipville,56,73053.71,Marketing
Beckyhaven,19,69159.03,Finance
New Michaelville,34,69154.66,Marketing
Port Joseph,50,69787.9,Sales
Cooktown,28,72476.06,Engineering
Collinsville,20,69312.89,Marketing
Lucasmouth,26,65390.55,Marketing
Butlerstad,65,78171.62,Finance
Lake Todd,23,80504.74,HR
Port Mark,51,91179.79,Engineering
Leahstad,49,91546.8,HR
Johnsonfort,24,95127.79,HR
New Gabriellefurt,65,82501.07,HR
West Billyhaven,24,79473.81,Engineering
Gilesland,18,84158.35,Sales
Angelaville,51,98814.91,Sales
Hernandezberg,37,62158.76,Engineering
South Andrea,24,85884.34,Marketing
Youngland,33,66284.89,Marketing
Freemanmouth,57,67732.87,Marketing
South Aaronbury,53,72458.84,Sales
Port Jenniferbury,57,120000.0,Marketing
Port Paulastad,31,78609.97,Marketing
Darylland,43,59407.8,Marketing
Mooreview,60,81867.31,Engineering
Timstad,37,76659.43,Engineering
East Peterburgh,21,87135.13,Marketing
New Michael,22,64885.57,Sales
Hunterberg,47,72189.2,Sales
West Ashley,33,71050.32,Sales
Garciatown,25,67371.91,Marketing
Russellport,23,80304.91,Sales
Amybury,36,86364.47,Sales
Lake Kellyshire,27,55945.22,Marketing
New Robertchester,18,89943.12,Engineering
Lake Jessica,37,77725.77,Marketing
Elliottborough,32,52679.57,Engineering
East Josephville,38,91000.93,Sales
Ericberg,26,72478.57,Marketing
New Kristen,61,63300.07,Marketing
Rodriguezberg,51,85621.35,HR
West Robertstad,42,72421.07,Marketing
Port Tylertown,35,65017.48,Marketing
West Chad,18,76229.46,Marketing
East Wendy,52,74215.55,Sales
Abbottfort,32,56834.88,Sales
Johnsonview,38,86566.1,Engineering
Timothybury,19,89593.8,Marketing
Bryantstad,18,75465.09,Engineering
New Anneborough,24,63103.9,Marketing
Edwinburgh,23,83121.43,Marketing
Rodriguezberg,23,69306.78,Engineering
South Joe,27,78185.55,Sales
Michaelmouth,34,59638.52,Sales
Lake Lisabury,31,68181.48,Marketing
Tiffanyfurt,42,91915.57,Engineering
Michaelmouth,40,77561.36,Engineering
Joneston,31,102959.55,Sales
North Katie,20,76077.59,Sales
Gregoryside,39,77317.25,Engineering
Anthonyburgh,37,82741.29,Marketing
Port Jennifer,20,70865.08,Marketing
New Andrew,54,60234.54,Finance
Lake Linda,21,52575.57,Sales
East Josephville,25,85140.43,Marketing
West Patricia,40,71637.07,HR
West Sydney,41,73637.75,Marketing
Faulknerland,22,71567.21,Sales
Evanschester,26,80626.73,Sales
Jenniferside,41,95234.02,Engineering
West Timothy,37,74279.33,Marketing
New Kristen,62,58843.79,HR
New Angela,27,97732.69,HR
Lake Brian,20,68891.07,Sales
South Spencer,47,81259.53,Sales
Paulmouth,50,51424.49,Marketing
New Theresa,28,61967.01,Marketing
Freemanmouth,65,75382.06,Marketing
Port Johnbury,46,60831.55,Marketing
New Gabriellefurt,58,70093.11,Engineering
East Kristi,33,85278.71,Marketing
East Steven,49,70448.56,Engineering
Annachester,51,64573.11,Sales
Seanburgh,61,80096.26,Engineering
Lake Brian,56,79947.12,Marketing
Ronaldtown,65,80145.39,Engineering
Brendachester,36,38433.44,Engineering
South Kimchester,57,62127.26,Engineering
Lake Kellyshire,26,51975.59,Sales
Lake Earl,44,65019.73,Marketing
New Heather,36,80218.37,Sales
Lake Sharon,36,99288.22,Marketing
Curtishaven,41,78483.45,Marketing
Jenniferborough,54,59812.55,Marketing
Buchananburgh,56,64167.98,HR
Ashleyville,31,68121.89,Marketing
North Isabel,26,71408.12,Finance
Lake Kathryn,27,55883.64,Engineering
North Shannontown,38,80687.96,Sales
Johnnyland,37,65602.92,Marketing
Hollyland,26,64992.47,Sales
Leebury,30,75271.33,Sales
Reevesburgh,36,71031.79,Marketing
Port Roberta,22,76414.03,Sales
East Ryanborough,28,81446.62,Finance
Mckeeton,20,59058.65,Engineering
Stokesbury,65,78885.35,Sales
New Mariefort,26,53752.55,Engineering
Port Heidi,19,102509.11,Engineering
Danielview,24,86444.08,Sales
Guzmanland,18,95084.92,Engineering
Kimberlystad,30,93436.67,Finance
Roseside,20,69130.7,Engineering
Reidfort,28,53710.28,Sales
Greenville,30,63662.52,Sales
Lake Wendyton,22,80738.3,Engineering
Lake Kaitlinport,56,85197.08,Engineering
New Derekview,35,92894.8,Finance
South Heatherberg,21,30000.0,HR
Figueroaport,30,77281.44,Sales
Andersonmouth,18,96884.16,Sales
South Natashafurt,46,71684.36,Engineering
North Dean,48,74824.86,Marketing
Kellyfort,20,71324.47,Marketing
Davidstad,32,83893.61,Marketing
Briannaborough,18,91686.99,Engineering
Wagnerview,19,64482.3,Engineering
Jeffreyburgh,25,94099.85,Marketing
Lake Tara,49,69558.37,Marketing
New Kyle,62,106773.43,Finance
